,Username,Date,Tweets,Like Count,Reply Count,Retweet Count
14,elonmusk,2022-04-28 01:57:27+00:00,"Listen, I can’t do miracles ok https://t.co/z7dvLMUXy8",2652047,80205,223046
15,elonmusk,2022-04-28 01:53:50+00:00,Let’s make Twitter maximum fun!,2741015,119961,207345
16,elonmusk,2022-04-28 00:56:58+00:00,Next I’m buying Coca-Cola to put the cocaine back in,4884624,195800,711226
17,elonmusk,2022-04-28 00:13:47+00:00,"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages",1523042,44338,115584
18,elonmusk,2022-04-27 20:38:20+00:00,"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally",1609391,84329,154359
19,elonmusk,2022-04-27 18:06:21+00:00,https://t.co/1CE7rjBrNH,498317,20978,51339
20,elonmusk,2022-04-27 05:01:00+00:00,Truth Social is currently beating Twitter &amp; TikTok on the Apple Store https://t.co/RxawVUAYKH,635097,48016,54501
21,elonmusk,2022-04-26 20:15:32+00:00,Per aspera ad astra!,539213,38091,44344
22,elonmusk,2022-04-26 20:09:46+00:00,"Raptor 2 rocket engines at Starbase, each producing over half a million pounds (230 tons) of force https://t.co/9ixxXXceG3",420293,20205,23478
23,elonmusk,2022-04-26 18:26:46+00:00,The extreme antibody reaction from those who fear free speech says it all,1722803,84246,208580
24,elonmusk,2022-04-25 19:43:22+00:00,🚀💫♥️ Yesss!!! ♥️💫🚀 https://t.co/0T9HzUHuh6,2694565,157938,370576
25,elonmusk,2022-04-25 16:12:30+00:00,"I hope that even my worst critics remain on Twitter, because that is what free speech means",3335266,188916,390233
26,elonmusk,2022-04-25 15:35:41+00:00,And be my love in the rain,829064,41545,56713
27,elonmusk,2022-04-24 11:46:48+00:00,Moving on …,506039,34539,33412
28,elonmusk,2022-04-23 03:30:45+00:00,in case u need to lose a boner fast https://t.co/fcHiaXKCJi,1447968,74069,144605
29,elonmusk,2022-04-22 23:39:48+00:00,The Barbarians are at the Gate,338984,19714,27470
30,elonmusk,2022-04-21 20:12:46+00:00,https://t.co/IOV4tWvyxv,460066,14045,25964
31,elonmusk,2022-04-21 20:09:15+00:00,https://t.co/TMOnmKBcWQ,312773,13459,16685
32,elonmusk,2022-04-21 18:53:55+00:00,"If our twitter bid succeeds, we will defeat the spam bots or die trying!",902178,35219,79106
33,elonmusk,2022-04-21 18:50:52+00:00,"Such a joy to work with amazingly talented people at SpaceX, Tesla, Neuralink &amp; Boring Co!",294314,10235,14581
34,elonmusk,2022-04-21 03:09:12+00:00,"Please consider working at The Boring Company! 

Our goal is to solve traffic, which plagues every major city on Earth. https://t.co/1tHNhIo7sd",175312,19603,14491
35,elonmusk,2022-04-20 03:32:19+00:00,_______ is the Night,290876,66775,19284
36,elonmusk,2022-04-19 18:25:05+00:00,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,510687,29065,45442
37,elonmusk,2022-04-18 21:32:12+00:00,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,208195,12477,12868
38,elonmusk,2022-04-18 14:15:38+00:00,"Why, thank you, sir!  https://t.co/tealJWLSdP",171706,11942,14253
39,elonmusk,2022-04-17 21:09:42+00:00,Happy Easter! https://t.co/3gBFlrPOQO,605222,35383,40465
40,elonmusk,2022-04-17 16:27:49+00:00,Smooth landing video https://t.co/2K8Z80aB0u,246175,11420,17991
41,elonmusk,2022-04-16 19:02:24+00:00,🎶 Love Me Tender 🎶,399716,33225,26331
42,elonmusk,2022-04-15 20:09:48+00:00,Thanks for the support! https://t.co/nY4nyRfqcl,367611,33004,25451
43,elonmusk,2022-04-14 22:07:09+00:00,🤔 https://t.co/PfqYpLiuVd,247617,19437,22667
44,elonmusk,2022-04-14 21:40:23+00:00,i♥️u,1232249,91838,90991
45,elonmusk,2022-04-14 20:12:08+00:00,"Taking Twitter private at $54.20 should be up to shareholders, not the board",214669,25083,34484
46,elonmusk,2022-04-14 11:23:21+00:00,"I made an offer 
https://t.co/VvreuPMeLu",933576,82751,114272
47,elonmusk,2022-04-09 20:14:20+00:00,69.420% of statistics are false,738799,38161,68520
48,elonmusk,2022-04-09 20:12:22+00:00,Truth is the first casualty. https://t.co/cN9PIfDvjr,211771,19910,25883
49,elonmusk,2022-04-09 13:32:31+00:00,"Most of these “top” accounts tweet rarely and post very little content. 

Is Twitter dying? https://t.co/lj9rRXfDHE",216106,32792,18951
50,elonmusk,2022-04-09 12:37:44+00:00,Interesting https://t.co/LmviLXMkHK,69055,7930,6963
51,elonmusk,2022-04-08 10:50:44+00:00,"Great work by Tesla Texas Team!!

Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party 💥💫 🚘",202405,9828,11325
52,elonmusk,2022-04-08 01:43:01+00:00,Show starts in ~20 mins https://t.co/VVT69WSkNH,63769,7317,4771
53,elonmusk,2022-04-07 08:22:22+00:00,https://t.co/TW2lLQakE5,1166557,34243,115552
54,elonmusk,2022-04-07 08:20:08+00:00,https://t.co/wcW6Z1MNNd,338707,9906,21333
55,elonmusk,2022-04-07 06:14:07+00:00,https://t.co/wvJ66Yr1Wj,128155,5320,8638
56,elonmusk,2022-04-07 05:29:24+00:00,"🇺🇸🇺🇸 Gigafactory Texas 🇺🇸🇺🇸

Grand opening party tomorrow!

Doors open at 4, festivities at 8",168640,9066,10782
57,elonmusk,2022-04-05 00:48:06+00:00,Do you want an edit button?,350984,77400,55689
58,elonmusk,2022-04-04 16:04:49+00:00,Oh hi lol,954529,69801,57738
59,elonmusk,2022-04-03 20:10:23+00:00,Berlin rocks,220262,16180,10108
60,elonmusk,2022-04-03 09:14:40+00:00,https://t.co/VlIZsJyH4F,182968,6987,13086
61,elonmusk,2022-04-03 06:54:15+00:00,"I am inspired by curiosity. 

That is what drives me. 

So let us expand the scope &amp; scale of consciousness so that we may aspire to understand the Universe.",307656,19146,34694
62,elonmusk,2022-04-03 04:50:49+00:00,Humanity did not evolve to mourn the unborn,140905,7030,10413
63,elonmusk,2022-04-03 02:51:18+00:00,They wrote PEACE on the wall at Berghain! I refused enter.,91163,6013,5277
64,elonmusk,2022-04-03 01:55:38+00:00,https://t.co/lxZU9GZd9n,149512,6263,10873
65,elonmusk,2022-04-03 01:52:31+00:00,https://t.co/l8Ryq7nN38,250279,9982,24816
66,elonmusk,2022-04-03 01:24:12+00:00,https://t.co/uOC3j4fYV0,141614,3913,8255
67,elonmusk,2022-04-01 00:34:56+00:00,To think I grew up 2b bizniz magnet 🤩 https://t.co/usbPI0aSrY,300567,10316,18276
68,elonmusk,2022-03-30 01:43:14+00:00,Sustainable energy generation from sun &amp; wind is making great progress! https://t.co/hL6gp6SVQX,84191,12624,7557
69,elonmusk,2022-03-28 20:22:28+00:00,SpaceX Falcon 🚀 team is making excellent progress – aiming for 60 launches this year!,136694,9250,8638
70,elonmusk,2022-03-28 08:56:42+00:00,https://t.co/Uwx8UzpiXo,386010,10708,26626
71,elonmusk,2022-03-28 08:12:34+00:00,"Covid-19 is the virus of Theseus.

How many gene changes before it’s not Covid-19 anymore?

I supposedly have it again (sigh), but almost no symptoms.",169346,12707,12908
72,elonmusk,2022-03-27 16:00:51+00:00,Seize the memes of production!,252392,28528,23135
73,elonmusk,2022-03-26 17:51:26+00:00,"Given that Twitter serves as the de facto public town square, failing to adhere to free speech principles fundamentally undermines democracy. 

What should be done? https://t.co/aPS9ycji37",262163,32744,34016
74,elonmusk,2022-03-26 05:53:24+00:00,https://t.co/SXKc1jJwmw,167209,10058,12640
75,elonmusk,2022-03-25 07:34:52+00:00,"Free speech is essential to a functioning democracy.

Do you believe Twitter rigorously adheres to this principle?",190514,37471,45940
76,elonmusk,2022-03-25 01:06:48+00:00,"Old, but good https://t.co/SmA9MueqBa",200559,5141,13839
77,elonmusk,2022-03-24 23:55:26+00:00,Most people think the fruit was named after the color (fools!) https://t.co/snrsV9nXYb,57408,6026,3509
78,elonmusk,2022-03-24 23:53:23+00:00,The movie Gaslight has gaslit so many people it’s insane,114525,5523,6806
79,elonmusk,2022-03-24 20:26:49+00:00,♥️♥️ NASA ♥️♥️ https://t.co/Y9vsbLpOqh,88417,4922,6543
80,elonmusk,2022-03-24 17:07:22+00:00,Twitter algorithm should be open source,71905,11552,11305
81,elonmusk,2022-03-22 13:30:39+00:00,🇩🇪🇩🇪 Danke Deutschland!! 🇩🇪🇩🇪,281908,17226,15016
82,elonmusk,2022-03-21 18:38:32+00:00,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,213729,11414,12041
83,elonmusk,2022-03-19 08:35:46+00:00,https://t.co/qZSX2up9W0,804974,26813,69887
84,elonmusk,2022-03-19 05:48:12+00:00,https://t.co/W4He1AVV3S https://t.co/xjZSweoEE2,80508,4359,4980
85,elonmusk,2022-03-19 03:24:17+00:00,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",161324,9688,14525
86,elonmusk,2022-03-17 06:52:38+00:00,Working hard to make useful products &amp; services for your fellow humans is deeply morally good,303079,16613,25175
87,elonmusk,2022-03-17 04:19:35+00:00,Working on Master Plan Part 3,277239,19221,15905
88,elonmusk,2022-03-15 20:20:19+00:00,"Telegram post by Ramzan Kadyrov, head of Chechen Republic! https://t.co/UyByR9kywq",231607,16777,22135
89,elonmusk,2022-03-15 00:46:22+00:00,Congratulations SpaceX team for all that you have accomplished! https://t.co/mtRWrPnGGF,124599,5933,8894
90,elonmusk,2022-03-14 11:09:22+00:00,"I hereby challenge
Владимир Путин 
to single combat

Stakes are Україна",402650,40141,56284
91,elonmusk,2022-03-14 10:47:57+00:00,By the pricking of my thumbs …,113487,7460,4936
92,elonmusk,2022-03-14 09:42:25+00:00,There is a beauty to the biological substrate,94781,5699,4904
93,elonmusk,2022-03-14 08:31:53+00:00,https://t.co/Gw6xaw1u0N,1226297,32954,154731
94,elonmusk,2022-03-14 07:48:53+00:00,https://t.co/CfoJ3qdCRJ,758446,33224,89178
95,elonmusk,2022-03-13 21:39:30+00:00,What are your thoughts about probable inflation rate over next few years?,165331,36207,11553
96,elonmusk,2022-03-13 11:02:24+00:00,Fifteen Decisive Battles of the World,122046,9056,7760
97,elonmusk,2022-03-09 14:01:23+00:00,Another 48 Starlinks just reached orbit https://t.co/BLb2x69lvQ,161396,12875,13528
98,elonmusk,2022-03-09 06:47:17+00:00,https://t.co/e3kFCmREaC,659652,37374,83196
99,elonmusk,2022-03-07 07:49:42+00:00,"You are my favorite hello,
And my hardest goodbye.",367968,24300,47325
